record_status,internal_sku,item_name,item_type,tracking_method,service_lines,category,brand,manufacturer_model,vendor,vendor_sku,stock_uom,purchase_uom,units_per_purchase,current_unit_cost,default_sell_price,default_location,storage_bin,quantity_on_hand,reorder_point,target_stock_level,ownership,consumption_behavior,serial_tracking,active,notes
NEEDS_VERIFICATION,XMAS-GARLAND,Christmas garland,reusable_asset,length,christmas,decor,,,,,ft,case,,,,,,,,company_owned,checkout_return,no,yes,Confirm whether tracked by section or foot
NEEDS_VERIFICATION,XMAS-EXT-CORD,Christmas extension cord,reusable_asset,quantity,christmas,power,,,,,each,case,,,,,,,,company_owned,checkout_return,no,yes,Create rows by length color and gauge
NEEDS_VERIFICATION,XMAS-TIMER,Christmas timer,reusable_asset,quantity,christmas,controller,,,,,each,each,,,,,,,,company_owned,checkout_return,yes,yes,
NEEDS_VERIFICATION,XMAS-CONTROLLER,Christmas lighting controller,reusable_asset,quantity,christmas,controller,,,,,each,each,,,,,,,,company_owned,checkout_return,yes,yes,
NEEDS_VERIFICATION,XMAS-STORAGE-BIN,Christmas customer storage bin,reusable_asset,quantity,christmas,storage,,,,,each,each,,,,,,,,company_owned,checkout_return,yes,yes,Asset tag should link bin to customer property
NEEDS_VERIFICATION,BISTRO-SOCKET-LINE,Bistro socket line,material,length,permanent_bistro|temporary_bistro,bistro_lighting,,,,,ft,spool,,,,,,,,company_owned,review,no,yes,Create separate permanent and reusable variants if both are stocked
NEEDS_VERIFICATION,BISTRO-BULB,Bistro bulb,material,quantity,permanent_bistro|temporary_bistro,bulb,,,,,each,case,,,,,,,,company_owned,review,no,yes,Create rows by color style and voltage
NEEDS_VERIFICATION,BISTRO-RGB-STRAND,Rental RGB bistro strand,reusable_asset,quantity,temporary_bistro,bistro_lighting,,,,,strand,case,,,,,,,,company_owned,checkout_return,yes,yes,Record strand length and controller compatibility
NEEDS_VERIFICATION,BISTRO-CONTROLLER,Bistro lighting controller,reusable_asset,quantity,permanent_bistro|temporary_bistro,controller,,,,,each,each,,,,,,,,company_owned,review,yes,yes,Separate sold and rental variants
NEEDS_VERIFICATION,BISTRO-GUIDE-WIRE,Bistro guide wire,material,length,permanent_bistro|temporary_bistro,support,,,,,ft,spool,,,,,,,,company_owned,review,no,yes,Decide whether temporary-job wire is reusable
NEEDS_VERIFICATION,BISTRO-POLE,Bistro support pole,reusable_asset,quantity,temporary_bistro,support,,,,,each,each,,,,,,,,company_owned,checkout_return,yes,yes,Record pole size finish and asset tag
NEEDS_VERIFICATION,BISTRO-ANCHOR,Bistro anchor or attachment,material,quantity,permanent_bistro|temporary_bistro,support,,,,,each,pack,,,,,,,,company_owned,review,no,yes,Separate consumable anchors from reusable hardware
NEEDS_VERIFICATION,SHARED-EXT-CORD,General extension cord,reusable_asset,quantity,christmas|temporary_bistro,power,,,,,each,case,,,,,,,,company_owned,checkout_return,no,yes,Create rows by length color and gauge
NEEDS_VERIFICATION,SHARED-SEALANT,Exterior electrical sealant,consumable,quantity,permanent_rgb|landscape|permanent_bistro,consumable,,,,,tube,case,,,,,,,,company_owned,consume,no,yes,
NEEDS_VERIFICATION,SHARED-ELEC-TAPE,Electrical tape,consumable,quantity,permanent_rgb|landscape|christmas|permanent_bistro|temporary_bistro,consumable,,,,,roll,case,,,,,,,,company_owned,consume,no,yes,
NEEDS_VERIFICATION,SHARED-ZIP-TIE,UV-rated zip tie,consumable,quantity,permanent_rgb|landscape|christmas|permanent_bistro|temporary_bistro,fastener,,,,,each,pack,,,,,,,,company_owned,consume,no,yes,Create rows by size and color
NEEDS_VERIFICATION,SHARED-SCREW,Exterior mounting screw,consumable,quantity,permanent_rgb|landscape|permanent_bistro,fastener,,,,,each,box,,,,,,,,company_owned,consume,no,yes,Create rows by size material and finish
NEEDS_VERIFICATION,SHARED-JUNCTION-BOX,Exterior junction box,material,quantity,permanent_rgb|landscape|permanent_bistro,electrical,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,Create rows by size rating and color
NEEDS_VERIFICATION,SHARED-STORAGE-BIN,General reusable storage bin,reusable_asset,quantity,christmas|temporary_bistro,storage,,,,,each,each,,,,,,,,company_owned,checkout_return,yes,yes,Assign a unique bin asset tag
