"record_status","record_type","service_line","internal_sku","supplier_item_name","tribunal_item_name","category","stock_uom","purchase_uom","units_per_purchase","current_purchase_price","current_unit_cost","cost_confidence","source_quantity","source_subtotal","quantity_on_hand","ownership","consumption_behavior","package_option","package_tags","item_tags","vendor","vendor_sku","external_variant_id","pricing_behavior","bom_rule","source_url","notes"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","B0DSPYBYM8","AHRLHR 6 Pack String Light Poles 10 ft Black","10-Foot Temporary Bistro Pole","support_pole","each","6-pack","6","49.99","8.33167","SNAPSHOT","","","","company_owned","checkout_return","Temporary Bistro — Shared Support","temporary_bistro;classic;color","temporary;rental;bistro;support-pole;10-ft;black;reusable;amazon","Amazon","B0DSPYBYM8","","inventory_cost","","https://www.amazon.com/dp/B0DSPYBYM8","Six adjustable 10-foot black metal poles with forked hooks; outdoor use; SNAPSHOT 2026-08-21: current listing price; actual purchase cost and on-hand pack count not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","B0B6NJ1GSK","Brightever 200FT Outdoor String Lights with 100+4 G40 Bulbs","200-Foot Classic Temporary Bistro Light Set","temporary_light_set","set","200-ft set","1","62.99","62.99000","SNAPSHOT","","","","company_owned","checkout_return","Temporary Bistro — Classic Warm White","temporary_bistro;classic","temporary;rental;bistro;classic;warm-white;2700K;200-ft;G40;dimmable;reusable;amazon","Amazon","B0B6NJ1GSK","","inventory_cost","","https://www.amazon.com/dp/B0B6NJ1GSK","200 feet; 100 sockets; 100 G40 LED bulbs plus 4 spares; 2700K warm white; dimmable; connectable; SNAPSHOT 2026-08-21: current listing price; actual purchase cost and on-hand set count not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","255C","Patio Light String E26 Medium Base 24-Inch Spacing With Suspensor 330 ft","Classic Permanent Bistro Socket Line — E26, 24-Inch Spacing","socket_line","ft","330-ft spool","330","419.00","1.26970","SNAPSHOT","","","","sold_to_customer","consume","Permanent Bistro — Classic","permanent_bistro;classic","permanent;bistro;classic;socket-line;E26;24-in-spacing;suspensor;330-ft;cut-to-length","Lights at Wholesale","255C","","inventory_cost","","https://lightsatwholesale.com/products/patio-light-string-e27medium-base-24-spacing-with-suspensor-330?variant=35354788855976","E26 medium base; 24-inch socket spacing; integrated suspensor; approximately 165 bulb positions per full spool; SNAPSHOT 2026-08-21: exact vendor variant and price verified; ordered spool count not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","515C","Plastic S14 Vintage Warm White LED Patio Bulb E26 Base — 250/Case","S14 Warm-White LED Bistro Bulb — Shatterproof","bulb","each","250-bulb case","250","419.00","1.67600","SNAPSHOT","","","","sold_to_customer","consume","Permanent Bistro — Classic","permanent_bistro;classic","permanent;bistro;classic;S14;E26;warm-white;LED;dimmable;shatterproof;outdoor","Lights at Wholesale","515C","","inventory_cost","","https://lightsatwholesale.com/products/plastic-s14-vintage-warm-white-led-patio-bulb-e26-base?variant=45867305140439","Plastic shatterproof S14 LED; E26 base; warm white; dimmable; indoor/outdoor; SNAPSHOT 2026-08-21: exact 250/case variant and price verified; bulb wattage and ordered case count not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","105P","SPT-2 Extension Wire 18/2 Zip Cord — 250 ft Black","Black SPT-2 Bistro Extension Wire","extension_wire","ft","250-ft spool","250","89.00","0.35600","SNAPSHOT","","","","sold_to_customer","consume","Permanent Bistro — Classic","permanent_bistro;classic","permanent;bistro;classic;SPT-2;18-2;black;extension-wire;250-ft;cut-to-length;shared-christmas","Lights at Wholesale","105P","","inventory_cost","","https://lightsatwholesale.com/products/zip-cord-spt-2?variant=45530068386007","Black SPT-2 18-gauge two-conductor wire; indoor/outdoor; rated 8A or 960W; SNAPSHOT 2026-08-21: exact 250-foot black variant and price verified; ordered spool count not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","056P","Black SPT-2 Male Zip Plugs — 50/Pack","Black SPT-2 Male Zip Plug","connector","each","50-pack","50","49.99","0.99980","SNAPSHOT","","","","sold_to_customer","consume","Permanent Bistro — Classic","permanent_bistro;classic","permanent;bistro;classic;SPT-2;male-plug;black;polarized;50-pack;shared-christmas","Lights at Wholesale","056P","","inventory_cost","","https://lightsatwholesale.com/products/male-plugs-spt-2?variant=45532832366807","Black polarized two-prong male vampire plug for SPT-2 wire; indoor/outdoor; SNAPSHOT 2026-08-21: exact black 50/pack variant and price verified; ordered pack count not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","062P","Black SPT-2 Female Zip Plugs With Knockout Tab — 50/Pack","Black SPT-2 Female Zip Plug — Knockout Tab","connector","each","50-pack","50","49.99","0.99980","SNAPSHOT","","","","sold_to_customer","consume","Permanent Bistro — Classic","permanent_bistro;classic","permanent;bistro;classic;SPT-2;female-plug;black;polarized;knockout-tab;50-pack;shared-christmas","Lights at Wholesale","062P","","inventory_cost","","https://lightsatwholesale.com/products/female-plugs-with-knockout-tab-spt-2?variant=45532861268183","Black polarized female vampire plug with knockout tab for SPT-2 wire; indoor/outdoor; SNAPSHOT 2026-08-21: exact black 50/pack variant and price verified; ordered pack count not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","B0C1F3ZVXS","MONKEMON 1/16-Inch 304 Stainless Wire Rope 1000 ft With 300 Crimp Sleeves","1/16-Inch Stainless Bistro Support Cable","guide_wire","ft","1000-ft kit","1000","59.99","0.05999","SNAPSHOT","","","","sold_to_customer","consume","Permanent Bistro — Shared Support","permanent_bistro;classic;color","permanent;bistro;shared-support;classic;color;guide-wire;stainless-steel;1-16-inch;1000-ft;crimp-sleeves;cut-to-length","Amazon","B0C1F3ZVXS","","inventory_cost","","https://www.amazon.com/dp/B0C1F3ZVXS","304 stainless; 7x7 strand; 1/16-inch diameter; 368-lb breaking strength; 300 aluminum sleeves included; SNAPSHOT 2026-08-21: current listing price; working-load limit, safety factor, actual purchase cost, and on-hand quantity require verification"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","B0CHMQW45X","TREATLIFE Outdoor Dimmer Plug With 100FT Wireless Remote","Outdoor Bistro Dimmer with Remote","controller","each","each","1","24.69","24.69000","NEEDS_VERIFICATION","","","","sold_to_customer","consume","Permanent Bistro — Classic","permanent_bistro;classic","permanent;bistro;classic;dimmer;remote;IP44;120V;LED-150W;controller;amazon","Amazon","B0CHMQW45X","","inventory_cost","","https://www.amazon.com/dp/B0CHMQW45X","Model CA-DP10R; IP44; 100-foot remote range; 120V; maximum 150W dimmable LED or 400W incandescent; no timer or Wi-Fi; settings reset after power loss; NEEDS_LOAD_VERIFICATION: bulb wattage is unknown; a full 330-foot line has approximately 165 sockets and may exceed the dimmer's 150W LED limit"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","BISTRO-PERM-POLE-CONCRETE","Permanent Bistro Light Pole With Concrete","Permanent Bistro Pole with Concrete","support_pole","each","each","1","100.00","100.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Bistro — Shared Support","permanent_bistro;classic;color","permanent;bistro;shared-support;classic;color;support-pole;concrete;customer-owned","Internal/Local","BISTRO-PERM-POLE-CONCRETE","","inventory_cost","","","Permanent bistro support pole including concrete materials; USER_CONFIRMED_COST: $100 per completed pole with concrete; pole specification and on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","bistro","B0FC6DTCX2","MARGAR Cable Stop Adjuster for 1/16-Inch Wire Rope — 50/Pack","1/16-Inch Bistro Cable Stop Adjuster","cable_adjuster","each","50-pack","50","94.99","1.89980","NEEDS_VERIFICATION","","","","sold_to_customer","consume","Permanent Bistro — Shared Support","permanent_bistro;classic;color","permanent;bistro;shared-support;classic;color;cable-stop;cable-adjuster;1-16-inch;self-locking;reusable;50-pack;amazon","Amazon","B0FC6DTCX2","","inventory_cost","","https://www.amazon.com/dp/B0FC6DTCX2","Self-locking adjustable cable stop for 1/16-inch 7x7 wire rope; 80-lb maximum static working load; 48-lb maximum dynamic working load; NEEDS_COMPATIBILITY_VERIFICATION: manufacturer specifies uncoated galvanized cable; existing Bistro support cable is 304 stainless; confirm compatibility before installation"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-100W-D","RGBW+2 DEEP Pebble Complete Kit — 100 ft / White / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 100 ft, White, Dual Port WEC","complete_kit","kit","kit","1","1349.00","1349.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;100-ft;white;complete-kit","Minleon Permanent Lighting","KIT-CC-100W-D","46663235698855","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-100S-D","RGBW+2 DEEP Pebble Complete Kit — 100 ft / Sand / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 100 ft, Sand, Dual Port WEC","complete_kit","kit","kit","1","1349.00","1349.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;100-ft;sand;complete-kit","Minleon Permanent Lighting","KIT-CC-100S-D","46663235829927","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-100LB-D","RGBW+2 DEEP Pebble Complete Kit — 100 ft / Light Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 100 ft, Light Brown, Dual Port WEC","complete_kit","kit","kit","1","1349.00","1349.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;100-ft;light-brown;complete-kit","Minleon Permanent Lighting","KIT-CC-100LB-D","48097754251431","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-100BR-D","RGBW+2 DEEP Pebble Complete Kit — 100 ft / Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 100 ft, Brown, Dual Port WEC","complete_kit","kit","kit","1","1349.00","1349.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;100-ft;brown;complete-kit","Minleon Permanent Lighting","KIT-CC-100BR-D","46663235731623","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-100G-D","RGBW+2 DEEP Pebble Complete Kit — 100 ft / Grey / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 100 ft, Grey, Dual Port WEC","complete_kit","kit","kit","1","1349.00","1349.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;100-ft;grey;complete-kit","Minleon Permanent Lighting","KIT-CC-100G-D","46663235764391","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-100BK-D","RGBW+2 DEEP Pebble Complete Kit — 100 ft / Black / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 100 ft, Black, Dual Port WEC","complete_kit","kit","kit","1","1349.00","1349.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;100-ft;black;complete-kit","Minleon Permanent Lighting","KIT-CC-100BK-D","46663235797159","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150W-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / White / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, White, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;white;complete-kit","Minleon Permanent Lighting","KIT-CC-150W-D","46663235862695","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150S-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / Sand / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, Sand, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;sand;complete-kit","Minleon Permanent Lighting","KIT-CC-150S-D","46663235993767","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150LB-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / Light Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, Light Brown, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;light-brown;complete-kit","Minleon Permanent Lighting","KIT-CC-150LB-D","48097754349735","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150BR-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, Brown, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;brown;complete-kit","Minleon Permanent Lighting","KIT-CC-150BR-D","46663235895463","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150G-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / Grey / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, Grey, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;grey;complete-kit","Minleon Permanent Lighting","KIT-CC-150G-D","46663235928231","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
