"record_status","record_type","service_line","internal_sku","supplier_item_name","tribunal_item_name","category","stock_uom","purchase_uom","units_per_purchase","current_purchase_price","current_unit_cost","cost_confidence","source_quantity","source_subtotal","quantity_on_hand","ownership","consumption_behavior","package_option","package_tags","item_tags","vendor","vendor_sku","external_variant_id","pricing_behavior","bom_rule","source_url","notes"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150G-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / Grey / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, Grey, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;grey;complete-kit","Minleon Permanent Lighting","KIT-CC-150G-D","46663235928231","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150BK-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / Black / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, Black, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;black;complete-kit","Minleon Permanent Lighting","KIT-CC-150BK-D","46663235960999","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200W-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / White / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, White, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;white;complete-kit","Minleon Permanent Lighting","KIT-CC-200W-D","46663236026535","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200S-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Sand / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Sand, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;sand;complete-kit","Minleon Permanent Lighting","KIT-CC-200S-D","46663236157607","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200LB-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Light Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Light Brown, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;light-brown;complete-kit","Minleon Permanent Lighting","KIT-CC-200LB-D","48097754448039","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200BR-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Brown, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;brown;complete-kit","Minleon Permanent Lighting","KIT-CC-200BR-D","46663236059303","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200G-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Grey / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Grey, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;grey;complete-kit","Minleon Permanent Lighting","KIT-CC-200G-D","46663236092071","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200BK-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Black / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Black, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;black;complete-kit","Minleon Permanent Lighting","KIT-CC-200BK-D","46663236124839","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400W-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / White / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, White, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;white;complete-kit","Minleon Permanent Lighting","KIT-CC-200W-D","46663236190375","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided; supplier SKU is duplicated/mislabeled as KIT-CC-200W-D, so the internal SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400S-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Sand / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Sand, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;sand;complete-kit","Minleon Permanent Lighting","KIT-CC-400S-D","46663236321447","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400LB-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Light Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Light Brown, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;light-brown;complete-kit","Minleon Permanent Lighting","KIT-CC-400LB-D","48097754546343","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400BR-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Brown, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;brown;complete-kit","Minleon Permanent Lighting","KIT-CC-200BR-D","46663236223143","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided; supplier SKU is duplicated/mislabeled as KIT-CC-200BR-D, so the internal SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400G-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Grey / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Grey, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;grey;complete-kit","Minleon Permanent Lighting","KIT-CC-400G-D","46663236255911","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400BK-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Black / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Black, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;black;complete-kit","Minleon Permanent Lighting","KIT-CC-400BK-D","46663236288679","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+PT-12B","Power-T — Black","Minleon RGBW Power-T — Black","power_injection","each","each","1","25.95","25.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;Power-T;power-injection;black","Minleon Permanent Lighting","RGB+PT-12B","46626318614695","inventory_cost","As required after 200 lights; one is included in the 400-ft kit","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-power-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+PT-12W","Power-T — White","Minleon RGBW Power-T — White","power_injection","each","each","1","25.95","25.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;Power-T;power-injection;white","Minleon Permanent Lighting","RGB+PT-12W","46626318647463","inventory_cost","As required after 200 lights; one is included in the 400-ft kit","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-power-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+PT-12S","Power-T — Sand","Minleon RGBW Power-T — Sand","power_injection","each","each","1","25.95","25.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;Power-T;power-injection;sand","Minleon Permanent Lighting","RGB+PT-12S","46626318680231","inventory_cost","As required after 200 lights; one is included in the 400-ft kit","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-power-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+BMT-4WB","Basic 4-Wire T — Black","Minleon RGBW Basic 4-Wire T — Black","splitter","each","each","1","9.95","9.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;4-wire-T;splitter;black","Minleon Permanent Lighting","RGB+BMT-4WB","46626313928871","inventory_cost","As required by branch layout; complete kits include quantities based on kit length","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-basic-4-pin-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+BMT-4WW","Basic 4-Wire T — White","Minleon RGBW Basic 4-Wire T — White","splitter","each","each","1","9.95","9.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;4-wire-T;splitter;white","Minleon Permanent Lighting","RGB+BMT-4WW","46626313961639","inventory_cost","As required by branch layout; complete kits include quantities based on kit length","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-basic-4-pin-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+BMT-4WS","Basic 4-Wire T — Sand","Minleon RGBW Basic 4-Wire T — Sand","splitter","each","each","1","9.95","9.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;4-wire-T;splitter;sand","Minleon Permanent Lighting","RGB+BMT-4WS","46626313994407","inventory_cost","As required by branch layout; complete kits include quantities based on kit length","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-basic-4-pin-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+SR-B","Signal Booster (2 pieces) — Black","Minleon RGBW Signal Booster Kit — Black","signal_booster","each","each","1","25.00","25.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;signal-booster;sender;receiver;black","Minleon Permanent Lighting","RGB+2 SR","46626327494823","inventory_cost","One sender/receiver kit per spacer jump up to 200 ft","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-signal-booster","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided; White and Sand share supplier SKU RGB+SRW, so the internal color SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+SR-W","Signal Booster (2 pieces) — White","Minleon RGBW Signal Booster Kit — White","signal_booster","each","each","1","25.00","25.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;signal-booster;sender;receiver;white","Minleon Permanent Lighting","RGB+SRW","46626327527591","inventory_cost","One sender/receiver kit per spacer jump up to 200 ft","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-signal-booster","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided; White and Sand share supplier SKU RGB+SRW, so the internal color SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+SR-S","Signal Booster (2 pieces) — Sand","Minleon RGBW Signal Booster Kit — Sand","signal_booster","each","each","1","25.00","25.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;signal-booster;sender;receiver;sand","Minleon Permanent Lighting","RGB+SRW","50897901912231","inventory_cost","One sender/receiver kit per spacer jump up to 200 ft","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-signal-booster","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided; White and Sand share supplier SKU RGB+SRW, so the internal color SKU and Shopify variant ID prevent merging"
